Játékos;Szezon;Csapat;G;Min;Min PG;AST;AST PG;AST 100;AST%;AST/ TOV;TOV;TOV PG;TOV 100;TOV%;DRB;ORB;TRB;DRB PG;ORB PG;TRB PG;DRB 100;ORB 100;TRB 100;DRB%;ORB%;TRB%;PFA;PFA PG;PFA 100;PF;PF PG;PF 100;Min / 5 PF;STL;STL PG;STL%;STL/ TOV;BLK;BPG PG;BLK 100;BLK%
SIMON Dávid;2024-25;Alba Fehérvár;2;3;1.5;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;1;0.5;18.2;;0;0.0;0.0;0.0
SZILÁGYI Péter;2024-25;DEAC;1;3;3.1;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;1;0;1;1.0;0.0;1.0;15.5;0.0;15.5;36.9;0.0;16.8;0;0.0;0.0;1;1.0;15.5;15.3;0;0.0;0.0;;0;0.0;0.0;0.0
HANSEN Dániel;2024-25;Falco KC;1;3;2.7;1;1.0;19.3;35.7;;0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;1;1.0;19.3;13.4;0;0.0;0.0;;0;0.0;0.0;0.0
KOVÁCS Áron;2024-25;Sopron;2;3;1.3;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;1;0;1;0.5;0.0;0.5;19.9;0.0;19.9;41.0;0.0;20.8;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;;1;0.5;19.9;33.4
MÉSZÁROS Ágoston;2024-25;ZTE;1;3;3.4;0;0.0;0.0;0.0;0.00;1;1.0;14.8;34.5;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1.0;14.7;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0
COHILL Eric;2022-23;Bp. Honvéd;1;2;2.0;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;1;0;1;1.0;0.0;1.0;28.7;0.0;28.7;58.8;0.0;24.4;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;;0;0.0;0.0;0.0
FEHÉRVÁRI Csegő;2022-23;Kaposvár;1;2;2.0;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;;0;0.0;0.0;0.0
YAKE Matthew;2022-23;Kaposvár;1;2;2.0;0;0.0;0.0;0.0;0.00;1;1.0;26.9;50.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0
VELKEY Géza;2022-23;Kecskemét;1;2;2.0;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;;0;0.0;0.0;0.0
NAGY Péter;2022-23;Körmend;1;2;2.0;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;1;1.0;27.5;10.0;0;0.0;0.0;;0;0.0;0.0;0.0
MAJOR Bulcsú;2023-24;Bp. Honvéd;2;2;1.0;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;;0;0.0;0.0;0.0
HIBJÁN Máté;2023-24;DEAC;1;2;2.0;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;;0;0.0;0.0;0.0
KELLER Bendegúz;2023-24;Sopron;1;2;2.0;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;;0;0.0;0.0;0.0
BELLA Ádám;2023-24;Szedeák;1;2;2.0;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;1;1.0;24.1;;0;0.0;0.0;0.0
CSORNAI Csaba;2023-24;Szedeák;1;2;2.0;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;1;0;1;1.0;0.0;1.0;25.6;0.0;25.6;51.3;0.0;24.7;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;;0;0.0;0.0;0.0
SZEMERÉDI Levente;2024-25;Kecskemét;1;2;1.9;0;0.0;0.0;0.0;0.00;1;1.0;28.6;100.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;1;1.0;28.6;9.5;0;0.0;0.0;0.0;0;0.0;0.0;0.0
MUCHA Bertalan;2024-25;NKA Pécs;1;2;2.4;0;0.0;0.0;0.0;0.00;1;1.0;21.5;50.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0
OSZTOICS Milán;2022-23;Alba Fehérvár;1;1;1.0;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;;0;0.0;0.0;0.0
KUPAI László;2022-23;Atomerőmű SE;1;1;1.0;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1.0;56.8;0;0.0;0.0;0.0;0;0.0;0.0;;0;0.0;0.0;0.0
GADÁCSI Dávid;2022-23;Sopron;1;1;1.0;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;;0;0.0;0.0;0.0
MAKKOS Dávid;2022-23;ZTE;1;1;1.0;0;0.0;0.0;0.0;0.00;1;1.0;58.1;100.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0
OSZTOICS Milán;2023-24;Alba Fehérvár;1;1;1.0;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;;0;0.0;0.0;0.0
NÉMETH Bálint;2023-24;Falco KC;1;1;1.0;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;1;1.0;51.3;5.0;0;0.0;0.0;;0;0.0;0.0;0.0
KRISTYÁK Viktor;2023-24;Oroszlány;1;1;1.0;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;;0;0.0;0.0;0.0
BŐSZE Gergő;2023-24;Sopron;1;1;1.0;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;;0;0.0;0.0;0.0
KRISTYÁK Viktor;2024-25;Oroszlány;1;1;0.7;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;;0;0.0;0.0;0.0
KÖRTVÉLYESSY András;2024-25;Szedeák;1;1;1.1;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;;0;0.0;0.0;0.0
PAPP Botond;2024-25;Szedeák;1;1;1.2;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;;0;0.0;0.0;0.0
