Játékos;Szezon;Csapat;Min%;On40;Net40;Net RTG;Net Pace;Net Tm PTS 40;Net Tm RTG;Net Tm Close att. rate;Net Tm 3P att. rate;Net Tm EFG %;Net Tm FT made rate;Net Tm ORB %;Net Tm AST %;Net Tm TOV %;Net Tm BLK %;Net Opp PTS 40;Net Opp RTG;Net Opp Close att. rate;Net Opp 3P att. rate;Net Opp EFG %;Net Opp FT made rate;Net Opp ORB %;Net Opp AST %;Net Opp TOV %;Net Opp BLK %
KELLER Bendegúz;2022-23;Sopron;0.3;-16.0;-18.7;-32.1;-15.0;-25.7;-15.2;-0.335;0.281;0.034;-0.210;-25.2;-24.6;0.9;-9.2;-7.0;16.9;0.105;-0.109;-0.047;-0.189;30.3;-8.7;0.0;-3.7
TÓTH Patrik;2022-23;Kecskemét;0.3;-50.0;-48.0;-82.0;-13.4;-57.8;-73.5;0.246;-0.095;-0.353;-0.190;20.1;-60.2;20.6;-5.6;-9.8;8.5;-0.108;0.245;0.049;-0.178;7.6;7.6;0.0;-4.7
BELLA Ádám;2022-23;Szedeák;0.3;60.0;61.6;75.4;9.7;20.4;11.9;0.338;-0.335;0.146;0.109;-33.3;-24.7;-3.1;-5.3;-41.2;-63.5;0.203;-0.059;-0.206;-0.220;6.5;46.9;0.0;-4.6
SZITA Márton;2024-25;NKA Pécs;0.3;-63.5;-64.4;-104.2;-11.9;-61.6;-78.9;0.112;-0.018;-0.339;-0.254;-5.2;-58.6;10.2;-6.4;2.8;25.2;-0.132;0.226;0.052;-0.219;-1.2;15.5;-14.5;-4.9
GERENCSÉR Botond;2023-24;ZTE;0.3;-50.0;-45.6;-72.5;-9.8;-61.6;-79.5;-0.336;0.016;-0.323;-0.243;-2.6;51.0;14.6;-2.4;-16.0;-7.0;0.199;-0.103;0.285;0.417;-28.3;44.9;0.0;-5.1
TÓTH Barnabás;2023-24;ZTE;0.3;-24.0;-19.5;-38.7;-20.0;-49.6;-51.1;-0.336;0.216;-0.323;0.158;-2.6;-49.1;19.8;-2.4;-30.1;-12.4;0.032;-0.186;0.076;0.250;71.8;-5.2;0.0;-5.1
POLÁNYI Kristóf;2023-24;Szedeák;0.3;-24.0;-22.1;-37.1;-16.2;-9.1;16.0;-0.269;0.112;0.102;-0.067;17.9;-21.4;-1.2;-5.7;13.0;53.1;-0.071;0.181;0.165;-0.186;3.9;6.3;0.0;-3.5
PÁRKÁNYI Máté;2024-25;Alba Fehérvár;0.3;33.3;33.6;49.4;-6.6;-6.6;1.8;0.092;-0.301;-0.143;0.372;-3.6;43.8;-2.7;-3.3;-40.3;-47.5;-0.211;0.121;-0.066;-0.229;-31.6;39.8;-0.7;12.7
HŐGYE Patrik;2022-23;DEAC;0.3;-60.0;-58.6;-109.2;-17.0;-56.9;-71.3;0.131;-0.339;-0.190;-0.203;-25.5;-57.7;25.8;15.1;1.7;37.9;0.304;-0.400;0.072;0.180;-26.1;7.1;0.0;-4.8
RÉDEI Péter;2022-23;Bp. Honvéd;0.3;10.0;17.5;28.2;-16.7;-3.1;24.5;0.312;-0.239;0.110;0.004;-25.9;47.4;-0.3;-5.5;-20.6;-3.7;-0.278;0.144;0.100;-0.013;-29.0;42.9;0.0;-7.9
CZERMANN Máté;2024-25;Oroszlány;0.3;-17.1;-9.9;-22.3;-20.3;-34.7;-25.1;-0.348;0.125;-0.269;0.117;18.3;49.6;-2.3;17.3;-24.8;-2.8;0.198;-0.256;-0.116;0.086;-27.7;-7.2;-12.6;27.7
KARDA Dominik;2024-25;Bp. Honvéd;0.3;8.4;11.9;15.3;7.9;-0.6;-11.1;0.396;-0.299;-0.012;0.276;49.4;-29.0;27.6;-5.4;-12.5;-26.4;0.153;-0.044;-0.012;-0.292;-2.1;43.3;-3.6;14.7
GERÖLY Márton;2024-25;Körmend;0.3;-22.5;-18.7;-26.7;-4.2;-51.5;-65.9;0.239;-0.123;-0.540;0.507;-24.6;-49.6;2.2;-4.0;-32.8;-39.3;-0.113;0.002;-0.063;-0.201;-30.2;39.7;3.4;-4.3
NÉMETH Bálint;2024-25;Falco KC;0.3;29.6;10.8;18.8;-6.5;-4.2;6.2;0.238;-0.160;-0.039;-0.226;28.7;34.8;-2.2;-5.3;-15.0;-12.6;0.271;-0.144;-0.225;0.795;25.2;-54.5;-1.6;-3.6
MUCHA Bertalan;2024-25;NKA Pécs;0.2;0.0;-0.7;-0.9;14.1;19.7;5.1;-0.223;0.316;-0.005;0.748;-30.3;41.5;2.4;-6.4;20.4;6.0;-0.007;0.100;-0.011;1.783;-26.2;-59.6;4.6;-4.9
MÉSZÁROS Ágoston;2024-25;ZTE;0.2;-93.3;-93.3;-87.3;33.3;23.0;-13.2;0.056;-0.074;-0.230;0.449;30.9;-53.6;10.2;7.1;116.3;74.1;0.342;-0.274;0.116;-0.128;37.3;-58.9;-17.0;-4.3
YAKE Matthew;2023-24;Kaposvár;0.2;53.3;57.5;64.7;19.1;-2.7;-27.2;-0.080;0.003;0.070;-0.234;-28.8;-51.2;0.7;-2.4;-60.2;-91.9;-0.023;0.145;-0.327;-0.232;-28.9;51.9;0.0;-5.7
HIBJÁN Máté;2023-24;DEAC;0.2;0.0;3.7;5.3;-4.4;-8.0;-5.1;-0.194;0.306;-0.172;0.754;-27.5;44.9;3.5;-6.1;-11.7;-10.4;0.063;0.019;-0.118;-0.028;6.9;-55.1;0.0;-4.2
NAGY Péter;2022-23;Körmend;0.2;0.0;2.0;2.8;-40.7;-42.5;8.6;-0.511;0.622;0.206;-0.223;-24.5;46.8;19.1;-5.9;-44.5;5.8;-0.516;0.623;0.213;-0.254;-29.7;44.1;0.0;-4.7
OSZTOICS Milán;2024-25;Alba Fehérvár;0.2;78.4;78.7;128.6;-13.4;-11.5;7.6;-0.480;0.225;-0.071;0.468;-28.6;43.7;-12.9;-3.3;-90.3;-121.0;-0.044;-0.130;-0.567;-0.229;-31.6;-60.3;-13.4;96.0
KELLER Bendegúz;2023-24;Sopron;0.2;-160.0;-154.4;-184.5;9.8;-78.7;-107.1;-0.470;0.592;-0.511;-0.229;-4.2;-58.3;4.5;-4.7;75.7;77.4;0.124;-0.041;0.627;0.060;-27.5;-26.6;0.0;-5.8
SIMON Dávid;2024-25;Alba Fehérvár;0.2;0.0;0.2;0.2;-5.5;-62.8;-81.3;-0.146;-0.110;-0.239;-0.200;21.5;43.7;37.2;16.8;-62.9;-81.5;0.290;-0.213;-0.400;-0.229;28.6;-60.3;10.3;-4.1
SZILÁGYI Péter;2024-25;DEAC;0.2;26.2;25.5;22.7;39.0;41.1;-0.6;0.111;-0.021;-0.071;0.057;13.8;7.0;-3.8;-3.7;15.7;-23.3;0.097;-0.010;-0.110;0.406;-27.8;-54.0;17.1;-4.1
KOVÁCS Áron;2024-25;Sopron;0.2;15.4;13.5;23.1;-13.6;-52.0;-61.0;0.214;-0.353;-0.286;-0.219;-29.9;46.1;-14.7;94.3;-65.5;-84.1;-0.519;0.114;-0.520;0.205;-26.7;-53.9;10.4;-3.4
HANSEN Dániel;2024-25;Falco KC;0.2;-59.9;-79.0;-100.2;8.1;11.8;1.8;-0.012;0.091;0.274;-0.226;-31.5;34.8;7.7;-5.3;90.8;102.0;-0.229;0.107;0.777;0.044;-24.8;-4.4;3.0;-3.6
COHILL Eric;2022-23;Bp. Honvéd;0.2;0.0;7.5;10.2;-2.5;20.3;32.5;0.179;-0.105;0.093;-0.197;7.5;14.0;-15.8;-5.5;12.8;22.3;-0.128;0.244;-0.126;0.338;21.1;-7.2;0.0;17.2
FEHÉRVÁRI Csegő;2022-23;Kaposvár;0.2;-26.6;-22.7;-44.7;-19.9;-54.0;-60.2;-0.176;0.295;-0.542;0.442;23.9;-49.5;5.1;59.8;-31.3;-15.5;0.242;-0.134;-0.295;0.293;-26.7;-56.8;0.0;-6.0
SZEMERÉDI Levente;2024-25;Kecskemét;0.1;-84.2;-79.0;-111.5;0.6;-12.7;-18.9;-0.055;0.199;-0.031;-0.199;27.0;39.2;10.5;-4.4;66.3;92.6;-0.006;0.116;0.697;0.751;-26.9;-10.2;12.1;-5.5
BŐSZE Gergő;2023-24;Sopron;0.1;-80.0;-74.2;-492.1;-57.6;-78.6;-106.9;-0.469;-0.409;-0.510;-0.228;-29.2;-58.3;-15.6;-4.7;-4.4;385.2;-0.544;-0.374;-0.541;-0.272;-27.5;-59.9;0.0;-5.8
CSORNAI Csaba;2023-24;Szedeák;0.1;-20.0;-18.1;-21.7;5.8;-9.1;-19.1;-0.054;0.183;-0.041;-0.210;68.0;-46.4;20.3;-5.7;9.0;2.6;0.153;-0.376;0.109;0.148;-29.4;-3.7;0.0;-3.5
BELLA Ádám;2023-24;Szedeák;0.1;20.0;22.0;33.4;-12.3;-9.1;7.8;0.447;-0.317;-0.041;0.791;68.0;-46.4;27.8;-5.6;-31.1;-25.6;-0.014;0.124;-0.058;0.315;70.7;-53.7;0.0;-3.5
KÖRTVÉLYESSY András;2024-25;Szedeák;0.1;-71.4;-62.9;-135.1;-23.0;-73.1;-102.1;-0.493;-0.416;-0.510;-0.203;-25.2;-57.1;33.3;-4.5;-10.2;33.0;0.306;-0.194;-0.352;-0.216;74.0;-56.8;-14.4;-6.7
PAPP Botond;2024-25;Szedeák;0.1;34.2;42.8;78.7;-20.3;29.6;98.0;-0.493;0.585;0.991;-0.203;-25.1;42.9;-16.7;-4.5;-13.3;19.2;0.005;0.107;-0.051;-0.215;-26.2;43.3;-14.4;-6.7
GADÁCSI Dávid;2022-23;Sopron;0.1;80.0;77.3;203.6;-33.0;-1.7;93.2;0.499;-0.386;0.452;-0.210;-25.1;-57.9;-13.4;-9.2;-79.0;-110.4;0.004;0.091;-0.498;-0.188;20.2;-58.7;0.0;-3.7
OSZTOICS Milán;2023-24;Alba Fehérvár;0.1;0.0;-10.0;-13.2;-68.1;-94.1;-123.7;-0.501;-0.422;-0.589;-0.254;-27.4;-57.7;-13.1;-7.2;-84.1;-110.5;-0.516;-0.376;-0.526;-0.220;-27.7;-53.7;0.0;-4.3
MAKKOS Dávid;2022-23;ZTE;0.1;-40.0;-40.5;-40.6;26.2;36.1;6.3;-0.490;0.100;0.214;-0.264;-25.6;-52.7;19.7;-2.9;76.6;46.9;0.492;-0.375;0.444;-0.189;-24.5;-0.3;0.0;-6.0
VELKEY Géza;2022-23;Kecskemét;0.1;-40.0;-38.0;-55.4;-3.8;-37.7;-49.0;0.078;0.072;-0.269;-0.190;46.9;-60.2;20.6;-5.6;0.3;6.4;0.226;-0.090;0.133;-0.178;-25.8;-9.2;0.0;-4.7
MAJOR Bulcsú;2023-24;Bp. Honvéd;0.1;-20.0;-18.2;-40.9;-26.7;-37.2;-19.2;-0.458;-0.420;-0.472;-0.256;-28.7;-56.8;55.6;-6.4;-19.0;21.7;0.515;-0.405;0.499;0.680;-27.9;-59.3;0.0;-5.7
NÉMETH Bálint;2023-24;Falco KC;0.1;-200.0;-220.7;-204.2;38.8;-13.8;-55.3;-0.522;-0.394;-0.599;-0.268;-31.1;-65.0;39.0;-5.4;206.9;148.9;-0.015;0.132;0.409;-0.233;25.3;-19.6;0.0;-4.5
KRISTYÁK Viktor;2023-24;Oroszlány;0.1;160.0;159.2;284.6;-20.3;73.2;171.9;-0.546;0.678;0.955;0.718;-26.0;57.3;-14.6;-4.4;-86.0;-112.7;-0.476;-0.393;-0.533;-0.238;-28.6;-51.9;100.0;-4.9
OSZTOICS Milán;2022-23;Alba Fehérvár;0.1;0.0;-9.1;-12.4;-23.1;-48.0;-40.3;-0.027;0.132;-0.070;-0.238;-27.7;44.6;-13.2;-6.1;-38.9;-27.9;0.056;0.074;-0.043;-0.176;-26.6;42.9;0.0;-5.6
KUPAI László;2022-23;Atomerőmű SE;0.1;40.0;39.6;161.9;-48.7;-0.3;215.5;-0.542;-0.338;-0.526;-0.223;-29.2;-60.1;-15.5;-6.1;-39.9;53.6;0.190;-0.079;-0.196;-0.164;73.8;43.4;0.0;-5.5
YAKE Matthew;2022-23;Kaposvár;0.1;-40.0;-36.1;-57.2;-9.2;-80.7;-110.3;-0.176;0.295;-0.542;-0.226;23.9;-49.5;9.7;59.8;-44.6;-53.1;0.242;-0.134;-0.295;-0.208;-26.7;-56.8;0.0;-6.0
KRISTYÁK Viktor;2024-25;Oroszlány;0.0;0.0;7.2;9.8;-73.4;-77.3;-105.3;-0.514;-0.376;-0.518;-0.216;-21.8;-50.4;-15.0;-2.7;-84.5;-115.1;-0.469;-0.422;-0.533;-0.247;-27.6;-57.2;-12.6;-5.7
