Játékos;Szezon;Csapat;G;Min;Min PG;PTS;PTS PG;PTS 100;Close made;Close att.;Close made PG;Close att. PG;Close made 100;Close att. 100;Close %;Mid. made;Mid. att.;Mid. made PG;Mid. att. PG;Mid. made 100;Mid. att. 100;Mid. %;2P made;2P att.;2P made PG;2P att. PG;2P made 100;2P att. 100;2P%;3P made;3P att.;3P made PG;3P att. PG;3P made 100;3P att. 100;3P%;FG made;FG att.;FG made PG;FG att. PG;FG made 100;FG att. 100;FG%;EFG%;FT made;FT att.;FT made PG;FT att. PG;FT made 100;FT att. 100;FT%;TS%;Close att. rate;Mid. att. rate;3P att. rate;FT rate
Andrew SMITH;2024-25;Alba Fehérvár;5;120;24.0;49;9.8;21.1;22;33;4.4;6.6;9.5;14.2;0.667;0;1;0.0;0.2;0.0;0.4;0.000;22;34;4.4;6.8;9.5;14.6;0.647;0;2;0.0;0.4;0.0;0.9;0.000;22;36;4.4;7.2;9.5;15.5;0.611;0.611;5;7;1.0;1.4;2.2;3.0;0.714;0.626;91.7;2.8;5.6;0.19
WERNER Viktor;2024-25;Oroszlány;21;115;5.5;6;0.3;2.8;2;9;0.1;0.4;0.9;4.2;0.222;0;0;0.0;0.0;0.0;0.0;;2;9;0.1;0.4;0.9;4.2;0.222;0;0;0.0;0.0;0.0;0.0;;2;9;0.1;0.4;0.9;4.2;0.222;0.222;2;4;0.1;0.2;0.9;1.9;0.500;0.278;100.0;0.0;0.0;0.44
SÖVEGJÁRTÓ Ábel;2024-25;Falco KC;28;113;4.0;31;1.1;15.1;8;9;0.3;0.3;3.9;4.4;0.889;0;0;0.0;0.0;0.0;0.0;;8;9;0.3;0.3;3.9;4.4;0.889;5;10;0.2;0.4;2.4;4.9;0.500;13;19;0.5;0.7;6.3;9.2;0.684;0.816;0;0;0.0;0.0;0.0;0.0;;0.816;47.4;0.0;52.6;0.00
Adam KEMP;2022-23;Alba Fehérvár;6;109;18.2;32;5.3;16.0;12;21;2.0;3.5;6.0;10.5;0.571;0;0;0.0;0.0;0.0;0.0;;12;21;2.0;3.5;6.0;10.5;0.571;0;0;0.0;0.0;0.0;0.0;;12;21;2.0;3.5;6.0;10.5;0.571;0.571;8;9;1.3;1.5;4.0;4.5;0.889;0.639;100.0;0.0;0.0;0.43
FAZEKAS Máté;2024-25;Alba Fehérvár;14;109;7.8;47;3.4;22.8;16;22;1.1;1.6;7.8;10.7;0.727;2;4;0.1;0.3;1.0;1.9;0.500;18;26;1.3;1.9;8.7;12.6;0.692;1;6;0.1;0.4;0.5;2.9;0.167;19;32;1.4;2.3;9.2;15.5;0.594;0.609;8;13;0.6;0.9;3.9;6.3;0.615;0.621;68.8;12.5;18.8;0.41
CZERMANN Patrik;2023-24;DEAC;13;107;8.2;27;2.1;14.2;12;26;0.9;2.0;6.3;13.7;0.462;1;3;0.1;0.2;0.5;1.6;0.333;13;29;1.0;2.2;6.8;15.3;0.448;0;0;0.0;0.0;0.0;0.0;;13;29;1.0;2.2;6.8;15.3;0.448;0.448;1;2;0.1;0.2;0.5;1.1;0.500;0.452;89.7;10.3;0.0;0.07
HERCZEG Kristóf;2023-24;Körmend;17;107;6.3;10;0.6;5.0;2;11;0.1;0.6;1.0;5.5;0.182;0;1;0.0;0.1;0.0;0.5;0.000;2;12;0.1;0.7;1.0;6.0;0.167;1;9;0.1;0.5;0.5;4.5;0.111;3;21;0.2;1.2;1.5;10.5;0.143;0.167;3;8;0.2;0.5;1.5;4.0;0.375;0.203;52.4;4.8;42.9;0.38
KAROSI Gergely;2022-23;Atomerőmű SE;17;104;6.1;12;0.7;6.3;3;10;0.2;0.6;1.6;5.2;0.300;0;0;0.0;0.0;0.0;0.0;;3;10;0.2;0.6;1.6;5.2;0.300;2;11;0.1;0.6;1.1;5.8;0.182;5;21;0.3;1.2;2.6;11.0;0.238;0.286;0;2;0.0;0.1;0.0;1.1;0.000;0.274;47.6;0.0;52.4;0.10
WERNER Viktor;2023-24;Oroszlány;15;102;6.8;20;1.3;10.2;10;15;0.7;1.0;5.1;7.6;0.667;0;0;0.0;0.0;0.0;0.0;;10;15;0.7;1.0;5.1;7.6;0.667;0;0;0.0;0.0;0.0;0.0;;10;15;0.7;1.0;5.1;7.6;0.667;0.667;0;0;0.0;0.0;0.0;0.0;;0.667;100.0;0.0;0.0;0.00
SCHÖLL Richárd;2022-23;Sopron;11;100;9.1;23;2.1;12.8;8;14;0.7;1.3;4.5;7.8;0.571;3;5;0.3;0.5;1.7;2.8;0.600;11;19;1.0;1.7;6.1;10.6;0.579;0;1;0.0;0.1;0.0;0.6;0.000;11;20;1.0;1.8;6.1;11.1;0.550;0.550;1;5;0.1;0.5;0.6;2.8;0.200;0.517;70.0;25.0;5.0;0.25
Emmanuel LITTLE;2023-24;Szolnok;6;99;16.5;38;6.3;20.6;12;17;2.0;2.8;6.5;9.2;0.706;3;9;0.5;1.5;1.6;4.9;0.333;15;26;2.5;4.3;8.1;14.1;0.577;0;8;0.0;1.3;0.0;4.3;0.000;15;34;2.5;5.7;8.1;18.4;0.441;0.441;8;11;1.3;1.8;4.3;6.0;0.727;0.488;50.0;26.5;23.5;0.32
SCHÖLL Richárd;2023-24;Sopron;19;96;5.1;11;0.6;6.2;5;11;0.3;0.6;2.8;6.2;0.455;0;1;0.0;0.1;0.0;0.6;0.000;5;12;0.3;0.6;2.8;6.7;0.417;0;0;0.0;0.0;0.0;0.0;;5;12;0.3;0.6;2.8;6.7;0.417;0.417;1;5;0.1;0.3;0.6;2.8;0.200;0.386;91.7;8.3;0.0;0.42
GÉRINGER Gergő;2024-25;Atomerőmű SE;20;93;4.7;32;1.6;19.0;8;10;0.4;0.5;4.7;5.9;0.800;0;1;0.0;0.1;0.0;0.6;0.000;8;11;0.4;0.6;4.7;6.5;0.727;3;11;0.2;0.6;1.8;6.5;0.273;11;22;0.6;1.1;6.5;13.0;0.500;0.568;7;10;0.4;0.5;4.2;5.9;0.700;0.604;45.5;4.5;50.0;0.46
LALUSKA Bence;2024-25;Szedeák;14;93;6.6;19;1.4;11.3;2;6;0.1;0.4;1.2;3.6;0.333;0;1;0.0;0.1;0.0;0.6;0.000;2;7;0.1;0.5;1.2;4.2;0.286;3;10;0.2;0.7;1.8;5.9;0.300;5;17;0.4;1.2;3.0;10.1;0.294;0.382;6;6;0.4;0.4;3.6;3.6;1.000;0.482;35.3;5.9;58.8;0.35
SZALAY Domonkos;2022-23;ZTE;21;92;4.4;21;1.0;12.3;3;7;0.1;0.3;1.8;4.1;0.429;0;0;0.0;0.0;0.0;0.0;;3;7;0.1;0.3;1.8;4.1;0.429;4;13;0.2;0.6;2.4;7.6;0.308;7;20;0.3;1.0;4.1;11.7;0.350;0.450;3;4;0.1;0.2;1.8;2.4;0.750;0.482;35.0;0.0;65.0;0.20
LADOVSZKY János;2024-25;Kecskemét;11;92;8.4;14;1.3;8.6;1;6;0.1;0.5;0.6;3.7;0.167;0;0;0.0;0.0;0.0;0.0;;1;6;0.1;0.5;0.6;3.7;0.167;4;15;0.4;1.4;2.5;9.2;0.267;5;21;0.5;1.9;3.1;12.8;0.238;0.333;0;0;0.0;0.0;0.0;0.0;;0.333;28.6;0.0;71.4;0.00
CSÁTALJAY Péter;2024-25;ZTE;20;88;4.4;20;1.0;12.4;5;8;0.3;0.4;3.1;5.0;0.625;2;2;0.1;0.1;1.2;1.2;1.000;7;10;0.4;0.5;4.3;6.2;0.700;1;9;0.1;0.5;0.6;5.6;0.111;8;19;0.4;1.0;5.0;11.8;0.421;0.447;3;4;0.2;0.2;1.9;2.5;0.750;0.481;42.1;10.5;47.4;0.21
MAYER Ákos;2022-23;Szedeák;13;87;6.7;15;1.2;9.5;4;5;0.3;0.4;2.5;3.2;0.800;1;2;0.1;0.2;0.6;1.3;0.500;5;7;0.4;0.5;3.2;4.4;0.714;1;9;0.1;0.7;0.6;5.7;0.111;6;16;0.5;1.2;3.8;10.1;0.375;0.406;2;2;0.2;0.2;1.3;1.3;1.000;0.444;31.3;12.5;56.3;0.13
KOVÁCS Ákos;2024-25;Atomerőmű SE;18;87;4.9;21;1.2;13.1;1;9;0.1;0.5;0.6;5.6;0.111;0;1;0.0;0.1;0.0;0.6;0.000;1;10;0.1;0.6;0.6;6.3;0.100;6;17;0.3;0.9;3.8;10.6;0.353;7;27;0.4;1.5;4.4;16.9;0.259;0.370;1;2;0.1;0.1;0.6;1.3;0.500;0.376;33.3;3.7;63.0;0.07
TAKÁCS Dániel;2022-23;Bp. Honvéd;11;85;7.7;14;1.3;9.4;1;3;0.1;0.3;0.7;2.0;0.333;0;0;0.0;0.0;0.0;0.0;;1;3;0.1;0.3;0.7;2.0;0.333;4;16;0.4;1.5;2.7;10.8;0.250;5;19;0.5;1.7;3.4;12.8;0.263;0.368;0;0;0.0;0.0;0.0;0.0;;0.368;15.8;0.0;84.2;0.00
VERASZTÓ Péter;2024-25;Falco KC;28;82;2.9;20;0.7;13.4;1;10;0.0;0.4;0.7;6.7;0.100;0;3;0.0;0.1;0.0;2.0;0.000;1;13;0.0;0.5;0.7;8.7;0.077;5;12;0.2;0.4;3.3;8.0;0.417;6;25;0.2;0.9;4.0;16.7;0.240;0.340;3;6;0.1;0.2;2.0;4.0;0.500;0.361;40.0;12.0;48.0;0.24
SEBŐK András;2022-23;Szolnok;15;81;5.4;18;1.2;12.4;6;11;0.4;0.7;4.1;7.6;0.545;0;2;0.0;0.1;0.0;1.4;0.000;6;13;0.4;0.9;4.1;9.0;0.462;1;8;0.1;0.5;0.7;5.5;0.125;7;21;0.5;1.4;4.8;14.5;0.333;0.357;3;3;0.2;0.2;2.1;2.1;1.000;0.403;52.4;9.5;38.1;0.14
VÁRSZEGI Ádám;2024-25;DEAC;12;79;6.6;15;1.3;10.8;3;6;0.3;0.5;2.2;4.3;0.500;0;0;0.0;0.0;0.0;0.0;;3;6;0.3;0.5;2.2;4.3;0.500;3;14;0.3;1.2;2.2;10.0;0.214;6;20;0.5;1.7;4.3;14.3;0.300;0.375;0;0;0.0;0.0;0.0;0.0;;0.375;30.0;0.0;70.0;0.00
CSIZMADIA Attila;2022-23;Atomerőmű SE;10;76;7.6;19;1.9;13.5;8;15;0.8;1.5;5.7;10.7;0.533;1;2;0.1;0.2;0.7;1.4;0.500;9;17;0.9;1.7;6.4;12.1;0.529;0;5;0.0;0.5;0.0;3.6;0.000;9;22;0.9;2.2;6.4;15.6;0.409;0.409;1;2;0.1;0.2;0.7;1.4;0.500;0.415;68.2;9.1;22.7;0.09
BONIFERT Bendegúz;2022-23;NYBS;12;76;6.3;13;1.1;9.4;3;7;0.3;0.6;2.2;5.0;0.429;1;3;0.1;0.3;0.7;2.2;0.333;4;10;0.3;0.8;2.9;7.2;0.400;0;1;0.0;0.1;0.0;0.7;0.000;4;11;0.3;0.9;2.9;7.9;0.364;0.364;5;7;0.4;0.6;3.6;5.0;0.714;0.459;63.6;27.3;9.1;0.64
GULYÁS Milán;2023-24;Atomerőmű SE;6;75;12.5;29;4.8;21.5;1;1;0.2;0.2;0.7;0.7;1.000;0;1;0.0;0.2;0.0;0.7;0.000;1;2;0.2;0.3;0.7;1.5;0.500;8;14;1.3;2.3;5.9;10.4;0.571;9;16;1.5;2.7;6.7;11.8;0.563;0.813;3;4;0.5;0.7;2.2;3.0;0.750;0.815;6.3;6.3;87.5;0.25
NÉMETH András;2024-25;PVSK;11;74;6.8;14;1.3;10.2;0;2;0.0;0.2;0.0;1.5;0.000;0;0;0.0;0.0;0.0;0.0;;0;2;0.0;0.2;0.0;1.5;0.000;4;9;0.4;0.8;2.9;6.5;0.444;4;11;0.4;1.0;2.9;8.0;0.364;0.545;2;2;0.2;0.2;1.5;1.5;1.000;0.588;18.2;0.0;81.8;0.18
ARABO Abraham;2023-24;Szolnok;6;72;12.0;21;3.5;15.7;10;20;1.7;3.3;7.5;15.0;0.500;0;0;0.0;0.0;0.0;0.0;;10;20;1.7;3.3;7.5;15.0;0.500;0;0;0.0;0.0;0.0;0.0;;10;20;1.7;3.3;7.5;15.0;0.500;0.500;1;2;0.2;0.3;0.8;1.5;0.500;0.502;100.0;0.0;0.0;0.10
PALLAI Tamás;2022-23;Szolnok;4;68;17.0;41;10.3;34.4;4;6;1.0;1.5;3.4;5.0;0.667;1;1;0.3;0.3;0.8;0.8;1.000;5;7;1.3;1.8;4.2;5.9;0.714;9;19;2.3;4.8;7.6;15.9;0.474;14;26;3.5;6.5;11.8;21.8;0.538;0.712;4;4;1.0;1.0;3.4;3.4;1.000;0.737;23.1;3.8;73.1;0.15
CSORVÁSI Milán;2022-23;Kaposvár;9;65;7.2;22;2.4;18.4;8;16;0.9;1.8;6.7;13.4;0.500;2;2;0.2;0.2;1.7;1.7;1.000;10;18;1.1;2.0;8.4;15.1;0.556;0;0;0.0;0.0;0.0;0.0;;10;18;1.1;2.0;8.4;15.1;0.556;0.556;2;4;0.2;0.4;1.7;3.3;0.500;0.556;88.9;11.1;0.0;0.22
BALOGH Máté;2022-23;Körmend;8;63;7.9;17;2.1;14.6;5;11;0.6;1.4;4.3;9.5;0.455;3;4;0.4;0.5;2.6;3.5;0.750;8;15;1.0;1.9;6.9;12.9;0.533;0;2;0.0;0.3;0.0;1.7;0.000;8;17;1.0;2.1;6.9;14.7;0.471;0.471;1;2;0.1;0.3;0.9;1.7;0.500;0.475;64.7;23.5;11.8;0.12
KÉKESI Kolos;2022-23;Atomerőmű SE;8;61;7.6;15;1.9;13.4;3;4;0.4;0.5;2.7;3.6;0.750;0;0;0.0;0.0;0.0;0.0;;3;4;0.4;0.5;2.7;3.6;0.750;3;9;0.4;1.1;2.7;8.0;0.333;6;13;0.8;1.6;5.4;11.6;0.462;0.577;0;1;0.0;0.1;0.0;0.9;0.000;0.558;30.8;0.0;69.2;0.08
SCHMERA Gergely;2024-25;Körmend;13;58;4.4;15;1.2;14.1;4;6;0.3;0.5;3.8;5.6;0.667;1;1;0.1;0.1;0.9;0.9;1.000;5;7;0.4;0.5;4.7;6.6;0.714;1;3;0.1;0.2;0.9;2.8;0.333;6;10;0.5;0.8;5.6;9.4;0.600;0.650;2;4;0.2;0.3;1.9;3.8;0.500;0.636;60.0;10.0;30.0;0.40
MAJOR Bulcsú;2024-25;Bp. Honvéd;10;56;5.6;13;1.3;13.0;4;7;0.4;0.7;4.0;7.0;0.571;0;0;0.0;0.0;0.0;0.0;;4;7;0.4;0.7;4.0;7.0;0.571;1;8;0.1;0.8;1.0;8.0;0.125;5;15;0.5;1.5;5.0;15.0;0.333;0.367;2;3;0.2;0.3;2.0;3.0;0.667;0.398;46.7;0.0;53.3;0.20
LUKÁCSI Gábor;2023-24;NKA Pécs;6;55;9.2;18;3.0;17.4;5;7;0.8;1.2;4.8;6.8;0.714;0;1;0.0;0.2;0.0;1.0;0.000;5;8;0.8;1.3;4.8;7.7;0.625;2;9;0.3;1.5;1.9;8.7;0.222;7;17;1.2;2.8;6.8;16.4;0.412;0.471;2;3;0.3;0.5;1.9;2.9;0.667;0.490;41.2;5.9;52.9;0.18
CSÁTALJAY Péter;2022-23;Sopron;8;54;6.8;14;1.8;14.5;1;2;0.1;0.3;1.0;2.1;0.500;0;1;0.0;0.1;0.0;1.0;0.000;1;3;0.1;0.4;1.0;3.1;0.333;2;9;0.3;1.1;2.1;9.3;0.222;3;12;0.4;1.5;3.1;12.5;0.250;0.333;6;7;0.8;0.9;6.2;7.3;0.857;0.462;16.7;8.3;75.0;0.58
ANTALICS Dániel;2023-24;Kaposvár;8;54;6.8;2;0.3;2.0;1;7;0.1;0.9;1.0;7.1;0.143;0;0;0.0;0.0;0.0;0.0;;1;7;0.1;0.9;1.0;7.1;0.143;0;4;0.0;0.5;0.0;4.1;0.000;1;11;0.1;1.4;1.0;11.2;0.091;0.091;0;0;0.0;0.0;0.0;0.0;;0.091;63.6;0.0;36.4;0.00
KUCSORA Csaba;2024-25;Atomerőmű SE;18;53;2.9;16;0.9;16.5;1;2;0.1;0.1;1.0;2.1;0.500;1;1;0.1;0.1;1.0;1.0;1.000;2;3;0.1;0.2;2.1;3.1;0.667;4;16;0.2;0.9;4.1;16.5;0.250;6;19;0.3;1.1;6.2;19.6;0.316;0.421;0;0;0.0;0.0;0.0;0.0;;0.421;10.5;5.3;84.2;0.00
Darko BAJO;2024-25;Bp. Honvéd;3;53;17.6;6;2.0;6.2;2;4;0.7;1.3;2.1;4.1;0.500;1;1;0.3;0.3;1.0;1.0;1.000;3;5;1.0;1.7;3.1;5.2;0.600;0;0;0.0;0.0;0.0;0.0;;3;5;1.0;1.7;3.1;5.2;0.600;0.600;0;2;0.0;0.7;0.0;2.1;0.000;0.508;80.0;20.0;0.0;0.40
RÁTGÉBER Tamás;2023-24;NKA Pécs;11;52;4.7;4;0.4;4.0;0;6;0.0;0.5;0.0;6.1;0.000;0;1;0.0;0.1;0.0;1.0;0.000;0;7;0.0;0.6;0.0;7.1;0.000;0;6;0.0;0.5;0.0;6.1;0.000;0;13;0.0;1.2;0.0;13.1;0.000;0.000;4;4;0.4;0.4;4.0;4.0;1.000;0.135;46.2;7.7;46.2;0.31
TAKÁCS Martin;2022-23;Alba Fehérvár;13;51;3.9;12;0.9;12.8;4;10;0.3;0.8;4.3;10.6;0.400;1;1;0.1;0.1;1.1;1.1;1.000;5;11;0.4;0.8;5.3;11.7;0.455;0;0;0.0;0.0;0.0;0.0;;5;11;0.4;0.8;5.3;11.7;0.455;0.455;2;3;0.2;0.2;2.1;3.2;0.667;0.486;90.9;9.1;0.0;0.27
GÁL Csongor;2024-25;DEAC;8;51;6.3;14;1.8;14.9;2;3;0.3;0.4;2.1;3.2;0.667;0;0;0.0;0.0;0.0;0.0;;2;3;0.3;0.4;2.1;3.2;0.667;3;11;0.4;1.4;3.2;11.7;0.273;5;14;0.6;1.8;5.3;14.9;0.357;0.464;1;2;0.1;0.3;1.1;2.1;0.500;0.470;21.4;0.0;78.6;0.14
DÁVID Benjámin;2024-25;Kecskemét;6;51;8.6;26;4.3;28.8;3;5;0.5;0.8;3.3;5.5;0.600;0;1;0.0;0.2;0.0;1.1;0.000;3;6;0.5;1.0;3.3;6.6;0.500;6;13;1.0;2.2;6.6;14.4;0.462;9;19;1.5;3.2;10.0;21.0;0.474;0.632;2;3;0.3;0.5;2.2;3.3;0.667;0.639;26.3;5.3;68.4;0.16
REIZINGER Máté;2022-23;Bp. Honvéd;10;50;5.0;19;1.9;20.7;7;9;0.7;0.9;7.6;9.8;0.778;0;0;0.0;0.0;0.0;0.0;;7;9;0.7;0.9;7.6;9.8;0.778;1;4;0.1;0.4;1.1;4.4;0.250;8;13;0.8;1.3;8.7;14.2;0.615;0.654;2;3;0.2;0.3;2.2;3.3;0.667;0.662;69.2;0.0;30.8;0.23
SEBŐK András;2023-24;Szolnok;13;50;3.8;8;0.6;8.5;2;4;0.2;0.3;2.1;4.3;0.500;1;2;0.1;0.2;1.1;2.1;0.500;3;6;0.2;0.5;3.2;6.4;0.500;0;8;0.0;0.6;0.0;8.5;0.000;3;14;0.2;1.1;3.2;14.9;0.214;0.214;2;4;0.2;0.3;2.1;4.3;0.500;0.253;28.6;14.3;57.1;0.29
Kris MARTIN;2023-24;Alba Fehérvár;5;49;9.8;16;3.2;17.1;5;11;1.0;2.2;5.4;11.8;0.455;0;1;0.0;0.2;0.0;1.1;0.000;5;12;1.0;2.4;5.4;12.8;0.417;1;7;0.2;1.4;1.1;7.5;0.143;6;19;1.2;3.8;6.4;20.3;0.316;0.342;3;4;0.6;0.8;3.2;4.3;0.750;0.385;57.9;5.3;36.8;0.21
TARJÁN Izsák;2022-23;Bp. Honvéd;11;48;4.4;13;1.2;14.7;6;9;0.5;0.8;6.8;10.1;0.667;0;0;0.0;0.0;0.0;0.0;;6;9;0.5;0.8;6.8;10.1;0.667;0;0;0.0;0.0;0.0;0.0;;6;9;0.5;0.8;6.8;10.1;0.667;0.667;1;1;0.1;0.1;1.1;1.1;1.000;0.688;100.0;0.0;0.0;0.11
FLASÁR Botond;2024-25;DEAC;10;47;4.7;28;2.8;32.3;8;12;0.8;1.2;9.2;13.8;0.667;0;1;0.0;0.1;0.0;1.2;0.000;8;13;0.8;1.3;9.2;15.0;0.615;3;4;0.3;0.4;3.5;4.6;0.750;11;17;1.1;1.7;12.7;19.6;0.647;0.735;3;4;0.3;0.4;3.5;4.6;0.750;0.745;70.6;5.9;23.5;0.24
CZERMANN Patrik;2024-25;DEAC;8;46;5.7;14;1.8;17.0;6;11;0.8;1.4;7.3;13.4;0.545;0;1;0.0;0.1;0.0;1.2;0.000;6;12;0.8;1.5;7.3;14.6;0.500;0;0;0.0;0.0;0.0;0.0;;6;12;0.8;1.5;7.3;14.6;0.500;0.500;2;4;0.3;0.5;2.4;4.9;0.500;0.507;91.7;8.3;0.0;0.33
BALSAY Ádám;2022-23;Alba Fehérvár;11;45;4.1;9;0.8;10.8;2;2;0.2;0.2;2.4;2.4;1.000;2;5;0.2;0.5;2.4;6.0;0.400;4;7;0.4;0.6;4.8;8.4;0.571;0;5;0.0;0.5;0.0;6.0;0.000;4;12;0.4;1.1;4.8;14.4;0.333;0.333;1;2;0.1;0.2;1.2;2.4;0.500;0.349;16.7;41.7;41.7;0.17
ÁRVA-FILE Balázs;2023-24;Oroszlány;14;45;3.2;9;0.6;10.4;3;4;0.2;0.3;3.5;4.6;0.750;0;0;0.0;0.0;0.0;0.0;;3;4;0.2;0.3;3.5;4.6;0.750;1;6;0.1;0.4;1.2;6.9;0.167;4;10;0.3;0.7;4.6;11.5;0.400;0.450;0;0;0.0;0.0;0.0;0.0;;0.450;40.0;0.0;60.0;0.00
HERCZEG Kristóf;2022-23;Körmend;13;44;3.4;9;0.7;10.9;2;4;0.2;0.3;2.4;4.9;0.500;0;0;0.0;0.0;0.0;0.0;;2;4;0.2;0.3;2.4;4.9;0.500;0;5;0.0;0.4;0.0;6.1;0.000;2;9;0.2;0.7;2.4;10.9;0.222;0.222;5;7;0.4;0.5;6.1;8.5;0.714;0.370;44.4;0.0;55.6;0.78
KERTLI Ádám;2024-25;Kecskemét;4;44;10.9;20;5.0;25.7;2;4;0.5;1.0;2.6;5.1;0.500;1;2;0.3;0.5;1.3;2.6;0.500;3;6;0.8;1.5;3.9;7.7;0.500;4;12;1.0;3.0;5.1;15.4;0.333;7;18;1.8;4.5;9.0;23.1;0.389;0.500;2;3;0.5;0.8;2.6;3.9;0.667;0.517;22.2;11.1;66.7;0.17
POLSTER Attila;2023-24;Sopron;9;43;4.8;6;0.7;7.5;0;0;0.0;0.0;0.0;0.0;;0;1;0.0;0.1;0.0;1.3;0.000;0;1;0.0;0.1;0.0;1.3;0.000;2;10;0.2;1.1;2.5;12.5;0.200;2;11;0.2;1.2;2.5;13.7;0.182;0.273;0;0;0.0;0.0;0.0;0.0;;0.273;0.0;9.1;90.9;0.00
SÁGODI Róbert;2022-23;DEAC;6;42;7.0;14;2.3;18.3;2;6;0.3;1.0;2.6;7.9;0.333;0;3;0.0;0.5;0.0;3.9;0.000;2;9;0.3;1.5;2.6;11.8;0.222;3;5;0.5;0.8;3.9;6.6;0.600;5;14;0.8;2.3;6.6;18.3;0.357;0.464;1;1;0.2;0.2;1.3;1.3;1.000;0.484;42.9;21.4;35.7;0.07
ASZTALOS Miklós;2024-25;Kecskemét;3;42;14.0;13;4.3;17.5;2;3;0.7;1.0;2.7;4.0;0.667;0;0;0.0;0.0;0.0;0.0;;2;3;0.7;1.0;2.7;4.0;0.667;3;7;1.0;2.3;4.0;9.4;0.429;5;10;1.7;3.3;6.7;13.5;0.500;0.650;0;0;0.0;0.0;0.0;0.0;;0.650;30.0;0.0;70.0;0.00
TAKÁCS Zsolt;2022-23;Falco KC;16;41;2.6;6;0.4;8.0;3;3;0.2;0.2;4.0;4.0;1.000;0;1;0.0;0.1;0.0;1.3;0.000;3;4;0.2;0.3;4.0;5.3;0.750;0;5;0.0;0.3;0.0;6.6;0.000;3;9;0.2;0.6;4.0;11.9;0.333;0.333;0;0;0.0;0.0;0.0;0.0;;0.333;33.3;11.1;55.6;0.00
BOR Gábor;2023-24;NKA Pécs;8;41;5.1;18;2.3;23.1;7;7;0.9;0.9;9.0;9.0;1.000;0;0;0.0;0.0;0.0;0.0;;7;7;0.9;0.9;9.0;9.0;1.000;0;3;0.0;0.4;0.0;3.9;0.000;7;10;0.9;1.3;9.0;12.8;0.700;0.700;4;5;0.5;0.6;5.1;6.4;0.800;0.735;70.0;0.0;30.0;0.50
SZŐKE Bálint;2022-23;Kaposvár;4;40;10.0;17;4.3;23.2;2;3;0.5;0.8;2.7;4.1;0.667;0;0;0.0;0.0;0.0;0.0;;2;3;0.5;0.8;2.7;4.1;0.667;4;9;1.0;2.3;5.5;12.3;0.444;6;12;1.5;3.0;8.2;16.4;0.500;0.667;1;1;0.3;0.3;1.4;1.4;1.000;0.683;25.0;0.0;75.0;0.08
MOKÁNSZKI Máté;2022-23;Szolnok;5;40;8.0;13;2.6;18.9;2;2;0.4;0.4;2.9;2.9;1.000;1;1;0.2;0.2;1.5;1.5;1.000;3;3;0.6;0.6;4.4;4.4;1.000;1;5;0.2;1.0;1.5;7.3;0.200;4;8;0.8;1.6;5.8;11.6;0.500;0.563;4;4;0.8;0.8;5.8;5.8;1.000;0.663;25.0;12.5;62.5;0.50
HAJDUK Attila Dominik;2023-24;Kaposvár;4;39;9.8;9;2.3;12.2;0;1;0.0;0.3;0.0;1.4;0.000;0;0;0.0;0.0;0.0;0.0;;0;1;0.0;0.3;0.0;1.4;0.000;3;4;0.8;1.0;4.1;5.4;0.750;3;5;0.8;1.3;4.1;6.8;0.600;0.900;0;0;0.0;0.0;0.0;0.0;;0.900;20.0;0.0;80.0;0.00
TÓTH Patrik;2024-25;Kecskemét;5;39;7.7;5;1.0;7.2;1;2;0.2;0.4;1.4;2.9;0.500;0;0;0.0;0.0;0.0;0.0;;1;2;0.2;0.4;1.4;2.9;0.500;1;5;0.2;1.0;1.4;7.2;0.200;2;7;0.4;1.4;2.9;10.1;0.286;0.357;0;0;0.0;0.0;0.0;0.0;;0.357;28.6;0.0;71.4;0.00
VÁRSZEGI Ádám;2023-24;DEAC;10;38;3.8;12;1.2;17.6;0;0;0.0;0.0;0.0;0.0;;0;0;0.0;0.0;0.0;0.0;;0;0;0.0;0.0;0.0;0.0;;3;8;0.3;0.8;4.4;11.7;0.375;3;8;0.3;0.8;4.4;11.7;0.375;0.563;3;3;0.3;0.3;4.4;4.4;1.000;0.642;0.0;0.0;100.0;0.38
MAKKOS Dávid;2023-24;ZTE;7;37;5.3;6;0.9;8.7;1;3;0.1;0.4;1.5;4.4;0.333;0;0;0.0;0.0;0.0;0.0;;1;3;0.1;0.4;1.5;4.4;0.333;1;3;0.1;0.4;1.5;4.4;0.333;2;6;0.3;0.9;2.9;8.7;0.333;0.417;1;2;0.1;0.3;1.5;2.9;0.500;0.435;50.0;0.0;50.0;0.33
KERTÉSZ Dávid;2024-25;Alba Fehérvár;10;36;3.6;7;0.7;10.1;2;4;0.2;0.4;2.9;5.8;0.500;0;2;0.0;0.2;0.0;2.9;0.000;2;6;0.2;0.6;2.9;8.7;0.333;1;3;0.1;0.3;1.4;4.3;0.333;3;9;0.3;0.9;4.3;13.0;0.333;0.389;0;0;0.0;0.0;0.0;0.0;;0.389;44.4;22.2;33.3;0.00
LALUSKA Bence;2023-24;Szedeák;8;35;4.4;4;0.5;5.7;1;1;0.1;0.1;1.4;1.4;1.000;1;3;0.1;0.4;1.4;4.3;0.333;2;4;0.3;0.5;2.9;5.7;0.500;0;4;0.0;0.5;0.0;5.7;0.000;2;8;0.3;1.0;2.9;11.5;0.250;0.250;0;3;0.0;0.4;0.0;4.3;0.000;0.214;12.5;37.5;50.0;0.38
